accessionId	version	lastUpdated	created	lastUpdatedBy	createdBy	title	dateExpression	dateBegin	dateEnd	bulkDateBegin	bulkDateEnd	extentNumber	containerSummary	extentType	displayCreator	displayRepository	displaySource	restrictionsApply	accessionNumber1	accessionNumber2	accessionNumber3	accessionNumber4	accessionDate	resourceType	description	inventory	conditionNote	acquisitionType	acknowledgementDate	agreementSentDate	agreementReceivedDate	processingPlan	accessionProcessedDate	accessionDispositionNote	retentionRule	cataloged	rightsTransferred	catalogedNote	accessRestrictionsNote	useRestrictionsNote	generalAccessionNote	processingPriority	processors	processingStatus	acknowledgementSent	agreementSent	agreementReceived	accessionProcessed	accessRestrictions	useRestrictions	catalogedDate	rightsTransferredDate	processingStartedDate	rightsTransferredNote	userDefinedDate1	userDefinedDate2	userDefinedBoolean1	userDefinedBoolean2	userDefinedInteger1	userDefinedInteger2	userDefinedReal1	userDefinedReal2	userDefinedString1	userDefinedString2	userDefinedString3	userDefinedText1	userDefinedText2	userDefinedText3	userDefinedText4	repositoryId
1287	3	2011-12-13 08:41:13.160	2011-06-13 07:35:34.787	johnemm	johnemm	Elmer Banks Clark Scrapbook		NULL	NULL	NULL	NULL	NULL			Clark, Elmer Banks	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Eastman, Joel W.	0	0000	421	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 93							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms93.xml							1
1288	2	2011-11-25 07:37:01.687	2011-06-13 07:35:34.787	johnemm	johnemm	Lester L. Hale Papers		NULL	NULL	NULL	NULL	NULL			Hale, Lester L.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	422	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 94							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms94.xml							1
1289	2	2011-11-04 10:53:53.413	2011-06-13 07:35:34.803	johnemm	johnemm	Robert Colder Beaty Papers		NULL	NULL	NULL	NULL	NULL			Beaty, Robert Colder	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	423	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 95							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms95.xml							1
1290	2	2011-11-30 13:40:21.030	2011-06-13 07:35:34.803	johnemm	johnemm	Phi Beta Kappa, Beta Chapter of Florida Records		NULL	NULL	NULL	NULL	NULL			Phi Beta Kappa. University of Florida Chapter.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	424	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 96							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms96.xml							1
1291	3	2011-12-13 08:41:25.923	2011-06-13 07:35:34.817	johnemm	johnemm	Flavet Village III Board of Commissioners Minutes		NULL	NULL	NULL	NULL	NULL			University of Florida. Flavet Village III. Board of Commissioners.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Plant, Charles	0	0000	425	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 97							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms97.xml							1
1292	2	2011-11-04 11:00:46.370	2011-06-13 07:35:34.817	johnemm	johnemm	Beta Theta Pi, Gamma Xi Chapter Records		NULL	NULL	NULL	NULL	NULL			Beta Theta Pi. Gamma Xi Chapter (University of Florida)	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	426	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 98							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms98.xml							1
1293	3	2011-12-13 08:41:44.753	2011-06-13 07:35:34.833	johnemm	johnemm	Chi Phi, Theta Delta Chapter Miscellany		NULL	NULL	NULL	NULL	NULL			Chi Phi (Fraternity). Theta Delta Chapter (University of Florida).	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Griffin, Robert Cushman	0	0000	427	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 99;Small Collections							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms99.xml							1
1294	2	2011-11-30 12:03:38.690	2011-06-13 07:35:34.850	johnemm	johnemm	Kappa Alpha, Beta Zeta Chapter Miscellany		NULL	NULL	NULL	NULL	NULL			Kappa Alpha Order. Beta Zeta Chapter (University of Florida)	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	428	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 100;Small Collections							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms100.xml							1
1295	1	2011-11-03 08:04:25.097	2011-06-13 07:35:34.850	johnemm	johnemm	Inter-Fraternity Conference Minutes		NULL	NULL	NULL	NULL	NULL			Inter Fraternity Conference (University of Florida).	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	429	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 101							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms101.xml							1
1296	3	2014-07-01 13:59:53.863	2011-06-13 07:35:34.867	ambenefiel	johnemm	American Student Union (University of Florida Chapter) Correspondence		NULL	NULL	NULL	NULL	NULL			American Student Union. University of Florida Chapter.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	430	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 102;Small Collections			File transfered to Stetson Kennedy collection per PM/JC, 7/1/2014.				NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms102.xml							1
1297	2	2011-11-24 07:41:42.890	2011-06-13 07:35:34.867	johnemm	johnemm	Florida Educational Loan Corporation Records		NULL	NULL	NULL	NULL	NULL			Florida Educational Loan Corporation	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	431	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 103							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms103.xml							1
1298	3	2017-10-30 11:56:07.007	2011-06-13 07:35:34.880	mjkruse	johnemm	Klein Graham History of the University of Florida		NULL	NULL	NULL	NULL	NULL			Graham, Klein	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	432	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Aleph: 035097616 | OCLC: 984691862 | 						Processed	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms104.xml							1
1299	2	2011-12-05 09:02:46.390	2011-06-13 07:35:34.880	johnemm	johnemm	George C. Wheeler Photograph Album		NULL	NULL	NULL	NULL	NULL			Wheeler, George C.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	433	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 106							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms106.xml							1
1300	1	2011-11-03 08:05:42.580	2011-06-13 07:35:34.897	johnemm	johnemm	Photograph Album Fragment		NULL	NULL	NULL	NULL	NULL				Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	434	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 107							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms107.xml							1
1301	3	2011-12-13 08:42:04.237	2011-06-13 07:35:34.897	johnemm	johnemm	Tau Epsilon Phi Fraternity, Tau Alpha Chapter Records		NULL	NULL	NULL	NULL	NULL			Tau Epsilon Phi. Tau Alpha Chapter.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Proctor, Samuel	0	0000	436	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 109							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms109.xml							1
1302	2	2011-11-25 08:01:49.397	2011-06-13 07:35:34.913	johnemm	johnemm	Jack B. Humphries Miscellany		NULL	NULL	NULL	NULL	NULL			Humphries, Jack Bowen	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	437	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 110							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms110.xml							1
1303	2	2011-12-13 08:42:25.767	2011-06-13 07:35:34.913	johnemm	johnemm	Morgan Family Collection		NULL	NULL	NULL	NULL	NULL			Morgan family	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Toulmin, Mary Morgan Duggar	0	0000	438	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 111			The silver pin was donated to the University of Florida Archives by Richard V. Gelder.				NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms111.xml							1
1304	1	2011-11-03 08:06:10.440	2011-06-13 07:35:34.927	johnemm	johnemm	Miscellaneous Greek Collections		NULL	NULL	NULL	NULL	NULL				Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	439	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 112							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms112.xml							1
1305	2	2011-11-30 13:42:21.877	2011-06-13 07:35:34.927	johnemm	johnemm	Pi Kappa Alpha. Alpha Eta Chapter. Miscellany		NULL	NULL	NULL	NULL	NULL			Pi Kappa Alpha. Alpha Eta Chapter (University of Florida)	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	440	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 113							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms113.xml							1
1306	2	2011-11-30 12:04:27.347	2011-06-13 07:35:34.943	johnemm	johnemm	Records of Kappa Epsilon		NULL	NULL	NULL	NULL	NULL			Kappa Epsilon. University of Florida Chapter.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	441	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 114							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms114.xml							1
1307	3	2011-12-13 08:42:43.283	2011-06-13 07:35:34.943	johnemm	johnemm	Frank Bradshaw Wood Papers		NULL	NULL	NULL	NULL	NULL			Wood, Frank Bradshaw	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Wood, Frank Bradshaw, 1915-1997	0	1986	2	0617		1986-06-17 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 115							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms115.xml							1
1308	3	2011-12-13 08:43:02.423	2011-06-13 07:35:34.960	johnemm	johnemm	Richard L. Fearn Papers		NULL	NULL	NULL	NULL	NULL			Fearn, Richard L.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Fearn, Richard L.	0	0000	442	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 116							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms116.xml							1
1309	3	2011-12-13 08:43:17.243	2011-06-13 07:35:34.960	johnemm	johnemm	Melvin J. Fregly Papers		NULL	NULL	NULL	NULL	NULL			Fregly, Melvin J.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Fregly, Marilyn S.	0	1998	2	x		1998-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 117							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms117.xml							1
1310	2	2011-12-01 07:15:01.193	2011-06-13 07:35:34.977	johnemm	johnemm	Paul Richards Musical Score: Fanatic Fanfare		NULL	NULL	NULL	NULL	NULL			Richards, Paul	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	443	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 118							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms118.xml							1
1311	1	2011-11-03 08:07:20.657	2011-06-13 07:35:34.977	johnemm	johnemm	Miscellaneous Honorary and Professional Student Organizations		NULL	NULL	NULL	NULL	NULL				Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	444	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 119							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms119.xml							1
1312	2	2011-11-25 07:40:15.110	2011-06-13 07:35:34.990	johnemm	johnemm	Paul L. Hanna Papers		NULL	NULL	NULL	NULL	NULL			Hanna, Paul Lamont	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	445	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 120							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms120.xml							1
1313	2	2011-12-01 07:51:07.707	2011-06-13 07:35:34.990	johnemm	johnemm	Homer Edwin Still, Jr. Collection		NULL	NULL	NULL	NULL	NULL			Still, Homer E., Jr.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	446	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 121							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms121.xml							1
1314	2	2011-11-04 11:11:19.187	2011-06-13 07:35:35.020	johnemm	johnemm	Marna Venable Brady Papers		NULL	NULL	NULL	NULL	NULL			Brady, Marna Venable	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	447	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 122							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms122.xml							1
1315	2	2011-12-05 08:21:34.607	2011-06-13 07:35:35.020	johnemm	johnemm	General Extension Division Study Materials		NULL	NULL	NULL	NULL	NULL			University of Florida. General Extension Division.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	448	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 123							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms123.xml							1
1316	2	2011-12-01 08:56:28.490	2011-06-13 07:35:35.037	johnemm	johnemm	Costa Rica Marijuana Research Materials		NULL	NULL	NULL	NULL	NULL			University of Florida. Center for Latin American Studies.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	449	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 124							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms124.xml							1
1317	4	2017-10-30 11:26:12.640	2011-06-13 07:35:35.037	mjkruse	johnemm	Roy C. Craven, Jr. Photograph Collection		NULL	NULL	NULL	NULL	NULL			Craven, Roy C.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	450	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Aleph: 021687690 | OCLC: 261340620 | 						Processed	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms125.xml							1
1318	3	2011-12-13 08:43:58.587	2011-06-13 07:35:35.053	johnemm	johnemm	Collection of Musical Scores Composed or Arranged by Budd A. Udell		NULL	NULL	NULL	NULL	NULL			Udell, Budd	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Udell, Marlene	0	0000	451	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 126							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms126.xml							1
1319	3	2011-12-13 08:32:49.850	2011-06-13 07:35:35.053	johnemm	johnemm	Album Created by Anna Hrvol		NULL	NULL	NULL	NULL	NULL			Hrvol, Anna	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Orange County Regional History Center (Fla.).	0	0000	452	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Transfer	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 127							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms127.xml							1
1320	4	2017-10-30 12:05:03.827	2011-06-13 07:35:35.067	mjkruse	johnemm	Conversation Collection		1976	1986	NULL	NULL	NULL			Gannon, Michael	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	453	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 128						Processed	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms128.xml							1
1321	2	2011-11-30 12:46:05.600	2011-06-13 07:35:35.067	johnemm	johnemm	Richard McGinnis Collection		NULL	NULL	NULL	NULL	NULL			McGinnis, Richard	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	454	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 129							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms129.xml							1
1322	3	2011-12-13 08:44:17.230	2011-06-13 07:35:35.083	johnemm	johnemm	Howard T. Odum Papers		NULL	NULL	NULL	NULL	NULL			Odum, Howard T., (Howard Thomas)	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Odum, Elisabeth C.	0	0000	455	x		1911-01-01 00:00:00.000	University Archives - Private Manuscript Collections				Gift	NULL	NULL	NULL		NULL			1	0	Manuscript Collection 130							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms130.xml							1
1323	3	2011-12-13 08:33:10.897	2011-06-13 07:35:35.100	johnemm	johnemm	Phi Kappa Phi Membership List		NULL	NULL	NULL	NULL	NULL			Phi Kappa Phi. University of Florida Chapter.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	University of Florida. George A. Smathers Libraries. Education Library.	0	1986	1	0418		1986-04-18 00:00:00.000	University Archives - Private Manuscript Collections					NULL	NULL	NULL		NULL			1	0	Manuscript Collection 131							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchms131.xml							1
1324	0	2011-06-13 07:35:35.100	2011-06-13 07:35:35.100	johnemm	johnemm	Records related to the College of Education and its predecessors		NULL	NULL	NULL	NULL	NULL			University of Florida. George A. Smathers Libraries. Education Library.	Archives and Manuscripts, Department of Special Collections and Area Studies		0	0000	456	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series Education			This probably can be suppressed - ask Carl.				NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1325	3	2013-12-17 08:46:37.653	2011-06-13 07:35:35.117	johnemm	johnemm	Office of Academic Affairs. Administrative policy records		NULL	NULL	NULL	NULL	NULL			University of Florida. Office of Academic Affairs.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	458	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series S2			In Dec 2013 it was discovered that boxes 38-44 in Subseries 2C are not in the stacks. They are listed in the finding aid as departmental evaluations/self-studies. We searched likely places in the stacks, and will continue to search.				NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs2.xml							1
1326	2	2011-12-05 08:32:42.067	2011-06-13 07:35:35.117	johnemm	johnemm	Reading Files of the University of Florida Office of Academic Affairs		NULL	NULL	NULL	NULL	NULL			University of Florida. Office of Academic Affairs.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	459	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			0	0	Create catalog record.							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs3.xml							1
1327	2	2011-12-05 08:32:52.053	2011-06-13 07:35:35.130	johnemm	johnemm	Budget Files of the University of Florida Office of Academic Affairs		NULL	NULL	NULL	NULL	NULL			University of Florida. Office of Academic Affairs.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	460	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			0	0	Create catalog record.							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs4.xml							1
1328	1	2011-11-03 14:21:08.307	2011-06-13 07:35:35.130	johnemm	johnemm	Records of the Price Library of Judaica		NULL	NULL	NULL	NULL	NULL			University of Florida. Isser and Rae Price Library of Judaica.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	1985	2	0310		1985-03-10 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			0	0	Create catalog record.							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs5.xml							1
1329	2	2011-12-05 08:33:00.943	2011-06-13 07:35:35.147	johnemm	johnemm	Records of the University of Florida Office of Academic Affairs Related to Minorities and Women's Affairs		NULL	NULL	NULL	NULL	NULL			University of Florida. Office of Academic Affairs.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	461	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series 6							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs6.xml							1
1330	2	2011-12-05 08:28:42.793	2011-06-13 07:35:35.147	johnemm	johnemm	Records of the University of Florida Libraries Assistant Director for Special Resources		NULL	NULL	NULL	NULL	NULL			University of Florida. Libraries.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	462	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			0	0	Create catalog record.							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs7.xml							1
1331	1	2012-02-03 08:43:34.250	2011-06-13 07:35:35.163	johnemm	johnemm	Libraries. Office of the Director. Administrative policy records		NULL	NULL	NULL	NULL	NULL			University of Florida. Libraries. Office of the Director.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	463	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series 8							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs8							1
1332	3	2011-12-01 09:47:09.333	2011-06-13 07:35:35.163	johnemm	johnemm	Records of the University of Florida Engineering and Industrial Experiment Station		NULL	NULL	NULL	NULL	NULL			University of Florida. Engineering and Industrial Experiment Station.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	464	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series 9							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs9							1
1333	1	2011-11-03 09:41:26.163	2011-06-13 07:35:35.177	johnemm	johnemm	Self-Study of the Committee on University Libraries		NULL	NULL	NULL	NULL	NULL			University of Florida. Libraries. Committee on University Libraries.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	0000	465	x		1911-01-01 00:00:00.000	University Archives - Public Records				Transfer	NULL	NULL	NULL		NULL			1	0	Series 10							NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ufarchrs10.xml							1
